RECTYPE,URN,PCODE,TELNUM,TKS1EXP_L,PKS1EXP_L,TKS1EXP_M,PKS1EXP_M,TKS1EXP_H,PKS1EXP_H,TFSMCLA,PTFSMCLA,PT2MATH12,PT2READ12,PT2WRITTA12,TAPS,AVGLEVEL,PT2MATH12_B,PT2MATH12_G,PT2MATH12_L,PT2MATH12_M,PT2MATH12_H,PTREADX,PTREADAT,GAPN_3YR_RWMX_FSMCLA,GAPN_2YR_PRREAD_NOTFSMCLA,GAPN_2YR_PRWRIT_NOTFSMCLA,GAPN_3YR_PRMAT_NOTFSMCLA
1,115562,GL3 1AX,01452 730377,2,7%,16,57%,10,36%,7,21%,100%,96%,96%,30.5,5C,100%,100%,SUPP,100%,100%,94%,0%,24,3,3,3
1,135437,GL54 5PF,01242 621341,1,11%,6,67%,2,22%,2,22%,67%,100%,89%,28.3,4A,SUPP,SUPP,SUPP,67%,SUPP,89%,0%,SUPP,SUPP,SUPP,SUPP
1,131783,GL20 7SP,01684 291661,0,0%,15,52%,14,48%,1,3%,79%,86%,100%,30,5C,88%,67%,SUPP,73%,86%,94%,3%,1,0,6,3
1,115527,GL7 6AG,01285 770303,1,7%,9,64%,4,29%,1,7%,86%,93%,86%,31.3,5C,88%,83%,SUPP,89%,SUPP,93%,0%,SUPP,SUPP,SUPP,SUPP
1,115629,GL7 4EY,01285 810367,0,0%,3,30%,7,70%,1,9%,70%,100%,90%,29.7,4A,SUPP,71%,SUPP,SUPP,86%,100%,0%,SUPP,SUPP,SUPP,SUPP
1,135266,GL10 3PN,01453 822868,3,11%,15,56%,9,33%,4,14%,100%,81%,96%,29.1,4A,100%,100%,SUPP,100%,100%,86%,0%,-14,-4,8,-3
1,115607,GL1 3BN,01452 530777,14,29%,26,54%,8,17%,29,51%,84%,71%,90%,26.5,4B,85%,83%,93%,81%,88%,68%,0%,-18,-2,-2,3
1,135353,GL2 2AR,01452 881800,5,16%,17,55%,9,29%,17,40%,81%,77%,94%,27.3,4B,73%,88%,SUPP,82%,100%,84%,0%,-10,-2,2,-5
1,115529,GL12 8RN,01453 842197,3,17%,6,33%,9,50%,1,6%,89%,78%,94%,29.7,4A,SUPP,85%,SUPP,100%,100%,83%,0%,SUPP,SUPP,SUPP,SUPP
1,132248,GL2 7HG,01452 740205,2,9%,13,59%,7,32%,2,9%,86%,86%,86%,29.1,4A,90%,83%,SUPP,92%,86%,86%,0%,11,SUPP,SUPP,-4
1,115594,GL51 6HR,01242 524756,1,3%,28,70%,11,28%,4,10%,95%,93%,93%,30.2,5C,94%,95%,SUPP,93%,100%,95%,0%,27,2,1,4
1,115667,GL53 0HP,01242 524062,1,2%,31,55%,24,43%,3,5%,88%,93%,96%,30.5,5C,87%,88%,SUPP,84%,96%,95%,0%,21,6,6,3
1,115507,GL8 8UH,01666 890273,1,8%,6,46%,6,46%,0,0%,92%,92%,85%,30.1,5C,83%,100%,SUPP,100%,83%,92%,0%,SUPP,SUPP,SUPP,SUPP
1,115688,GL10 3LY,01453 823265,3,23%,6,46%,4,31%,4,31%,100%,92%,100%,29.4,4A,100%,SUPP,SUPP,100%,SUPP,85%,0%,23,3,4,8
1,115483,GL1 5HU,01452 527020,8,18%,33,75%,3,7%,23,50%,93%,93%,91%,28.8,4A,96%,90%,63%,100%,SUPP,91%,0%,14,4,2,7
1,115631,GL14 3NL,01594 822171,6,46%,7,54%,0,0%,6,46%,100%,100%,100%,27.1,4B,100%,100%,100%,100%,SUPP,100%,0%,-15,3,8,-5
1,115632,GL56 0QD,01451 830097,0,0%,6,100%,0,0%,0,0%,100%,100%,100%,29.5,4A,SUPP,SUPP,SUPP,100%,SUPP,100%,0%,SUPP,SUPP,SUPP,SUPP
1,115496,GL2 0AL,01452 530177,14,12%,65,55%,39,33%,13,11%,92%,80%,97%,29.1,4A,94%,91%,71%,92%,100%,83%,1%,-12,-4,6,-2
1,115634,GL2 3SL,01452 720461,1,6%,11,69%,4,25%,1,6%,69%,88%,94%,28.4,4A,SUPP,75%,SUPP,82%,SUPP,94%,0%,SUPP,SUPP,SUPP,SUPP
1,115531,GL17 9PX,01594 860344,0,0%,7,78%,2,22%,2,22%,89%,89%,89%,28.7,4A,SUPP,100%,SUPP,86%,SUPP,89%,0%,-16,SUPP,SUPP,-2
1,115635,GL15 5JH,01594 842172,5,17%,21,72%,3,10%,7,23%,97%,100%,100%,28.6,4A,100%,93%,SUPP,95%,SUPP,97%,0%,-6,3,8,5
1,131782,GL2 4LX,01452 721767,5,17%,14,48%,10,34%,2,7%,90%,83%,93%,29.4,4A,100%,79%,SUPP,93%,100%,79%,0%,8,SUPP,SUPP,3
1,115636,GL7 5JS,01285 851441,1,9%,5,45%,5,45%,0,0%,91%,100%,100%,31.6,5C,88%,SUPP,SUPP,SUPP,SUPP,100%,0%,SUPP,SUPP,SUPP,SUPP
1,115533,GL55 6SJ,01386 438393,1,8%,6,50%,5,42%,2,15%,69%,75%,100%,29.2,4A,SUPP,50%,SUPP,50%,SUPP,85%,0%,8,SUPP,SUPP,-3
1,115747,GL6 9BP,01453 883273,0,0%,20,57%,15,43%,0,0%,95%,97%,97%,30.5,5C,95%,94%,SUPP,90%,100%,100%,0%,-23,4,5,3
1,115691,GL2 8JH,01452 750283,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,115692,GL6 7JA,01285 821463,0,0%,12,100%,0,0%,0,0%,100%,100%,100%,29.9,4A,SUPP,100%,SUPP,100%,SUPP,100%,0%,SUPP,SUPP,SUPP,SUPP
1,115693,GL17 0BS,01594 542240,2,8%,12,50%,10,42%,10,42%,96%,96%,100%,30.8,5C,100%,94%,SUPP,100%,100%,100%,0%,26,-3,8,-6
1,115566,GL20 8AR,01684 273451,1,4%,16,67%,7,29%,7,29%,96%,96%,96%,30.4,5C,90%,100%,SUPP,100%,100%,92%,0%,-4,3,3,6
1,133253,GL4 6AP,01452 520502,1,7%,10,71%,3,21%,7,50%,100%,93%,93%,28.9,4A,100%,SUPP,SUPP,100%,SUPP,100%,0%,-18,-17,1,-16
1,115637,GL6 0ET,01453 832382,4,27%,11,73%,0,0%,3,19%,100%,100%,100%,29.5,4A,100%,100%,SUPP,100%,SUPP,94%,0%,-16,7,5,-4
1,115590,GL53 7BT,01242 513114,2,4%,20,38%,31,58%,1,2%,96%,96%,100%,32,5B,95%,97%,SUPP,100%,94%,98%,0%,4,SUPP,SUPP,6
1,115694,GL14 1AT,01594 516208,1,5%,13,68%,5,26%,3,16%,95%,95%,100%,29.9,4A,100%,88%,SUPP,92%,SUPP,95%,0%,1,6,8,0
1,115640,GL7 7BZ,01285 831310,1,10%,6,60%,3,30%,4,40%,80%,100%,100%,28.7,4A,83%,SUPP,SUPP,83%,SUPP,90%,0%,-15,SUPP,SUPP,-24
1,115695,GL11 6DL,01453 542600,0,0%,8,53%,7,47%,0,0%,80%,87%,87%,29.4,4A,71%,88%,SUPP,75%,86%,94%,0%,SUPP,SUPP,SUPP,SUPP
1,115641,GL54 3HJ,01451 860274,0,0%,17,85%,3,15%,1,5%,100%,100%,100%,31.9,5C,100%,100%,SUPP,100%,SUPP,100%,0%,SUPP,SUPP,SUPP,SUPP
1,115642,GL2 9LJ,01452 730531,1,8%,9,75%,2,17%,1,8%,100%,100%,83%,30.1,5C,SUPP,100%,SUPP,100%,SUPP,100%,0%,SUPP,SUPP,SUPP,SUPP
1,115670,GL20 8NP,01242 620448,1,11%,6,67%,2,22%,3,33%,89%,100%,100%,30.2,5C,SUPP,83%,SUPP,83%,SUPP,100%,0%,8,SUPP,SUPP,0
1,115674,GL6 7NR,01285 760269,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,135857,GL52 5HD,01242 515775,11,32%,19,56%,4,12%,21,62%,85%,71%,91%,26.4,4B,93%,80%,82%,84%,SUPP,62%,0%,-7,-25,-11,-12
1,138786,NP16 7DT,01291 622932,5,45%,6,55%,0,0%,7,64%,91%,91%,91%,27.5,4B,83%,SUPP,SUPP,100%,SUPP,91%,0%,SUPP,SUPP,SUPP,SUPP
1,115539,GL10 2NP,01453 823108,1,3%,26,67%,12,31%,9,23%,75%,82%,77%,28,4A,89%,64%,SUPP,77%,67%,93%,0%,4,1,-6,-2
1,115553,GL15 4HL,01594 562407,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,115643,GL18 1LL,01531 820053,0,0%,6,86%,1,14%,0,0%,100%,100%,86%,30.4,5C,SUPP,SUPP,SUPP,100%,SUPP,100%,0%,SUPP,SUPP,SUPP,SUPP
1,115733,GL18 1BG,01531 820589,5,16%,18,56%,9,28%,8,24%,100%,100%,81%,28.9,4A,100%,100%,SUPP,100%,100%,100%,0%,-17,-1,-13,-6
1,115554,GL15 4QT,01594 562244,1,10%,6,60%,3,30%,3,30%,90%,90%,100%,30,5C,SUPP,100%,SUPP,83%,SUPP,90%,0%,8,SUPP,SUPP,0
1,115681,GL7 2DJ,01285 653799,5,8%,31,51%,25,41%,5,8%,94%,95%,95%,30.3,5C,94%,94%,SUPP,90%,100%,94%,0%,3,6,3,4
1,115696,GL52 5JB,01242 244387,3,5%,27,47%,28,48%,7,12%,93%,100%,95%,30.3,5C,100%,86%,SUPP,93%,93%,100%,0%,-1,7,2,1
1,115732,GL15 5TA,01594 843453,2,5%,29,78%,6,16%,2,5%,92%,95%,89%,28.3,4A,92%,92%,SUPP,93%,83%,87%,3%,-16,SUPP,SUPP,0
1,139643,GL15 5TA,01594 843453,,,,,,,,,,,,,,,,,,,,,,,,
1,115560,GL20 5HU,01684 292198,1,10%,8,80%,1,10%,6,60%,40%,50%,80%,24.8,4C,SUPP,SUPP,SUPP,50%,SUPP,70%,0%,-4,-8,2,-21
1,115645,GL6 6HL,01453 762773,1,6%,9,56%,6,38%,0,0%,100%,100%,100%,32.3,5B,100%,SUPP,SUPP,100%,100%,100%,0%,SUPP,SUPP,SUPP,SUPP
1,115639,NP25 4LY,01600 713501,1,17%,3,50%,2,33%,1,14%,83%,100%,100%,28.9,4A,SUPP,SUPP,SUPP,SUPP,SUPP,100%,0%,SUPP,SUPP,SUPP,SUPP
1,137132,GL19 3HS,01531 650277,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,136528,GL4 6HE,01452 530430,15,38%,20,50%,5,13%,20,50%,100%,100%,95%,28.6,4A,100%,100%,100%,100%,SUPP,95%,0%,19,8,6,10
1,115565,GL5 3RT,01453 763159,3,12%,12,46%,11,42%,3,11%,100%,100%,100%,31.4,5C,100%,100%,SUPP,100%,100%,100%,0%,30,10,8,8
1,115535,GL7 6PE,01285 841284,1,13%,6,75%,1,13%,1,13%,88%,86%,100%,29.1,4A,SUPP,SUPP,SUPP,SUPP,SUPP,88%,13%,SUPP,SUPP,SUPP,SUPP
1,137410,GL5 4AB,01453 762774,9,35%,13,50%,4,15%,6,22%,96%,96%,100%,28.3,4A,93%,100%,89%,100%,SUPP,85%,0%,5,5,8,4
1,137255,GL51 8HY,01242 516611,15,24%,34,55%,13,21%,24,38%,94%,84%,89%,27.8,4B,93%,94%,73%,100%,100%,83%,0%,-8,-7,2,0
1,115647,GL17 9XQ,01594 542461,2,15%,10,77%,1,8%,3,20%,92%,92%,92%,27.1,4B,86%,100%,SUPP,90%,SUPP,80%,0%,-45,SUPP,SUPP,SUPP
1,115680,GL54 4AJ,01285 720427,1,6%,8,50%,7,44%,1,6%,100%,100%,100%,31.1,5C,100%,100%,SUPP,100%,100%,100%,0%,SUPP,SUPP,SUPP,SUPP
1,115697,GL15 6TD,01594 530428,2,12%,12,71%,3,18%,2,11%,89%,78%,94%,27.8,4B,100%,83%,SUPP,92%,SUPP,78%,0%,SUPP,SUPP,SUPP,SUPP
1,115705,GL55 6DZ,01386 840677,2,10%,13,62%,6,29%,3,14%,76%,90%,90%,29,4A,89%,67%,SUPP,69%,100%,86%,0%,SUPP,SUPP,SUPP,SUPP
1,115743,GL56 0LQ,01608 650521,4,15%,14,54%,8,31%,1,4%,96%,92%,88%,29,4A,100%,92%,SUPP,100%,100%,85%,0%,-26,5,-7,0
1,137373,GL5 5HP,01453 832682,1,7%,8,53%,6,40%,2,13%,100%,93%,100%,31.4,5C,100%,100%,SUPP,100%,100%,93%,0%,SUPP,SUPP,SUPP,SUPP
1,115713,GL55 6DB,01386 840634,3,10%,20,69%,6,21%,6,19%,86%,90%,97%,28.7,4A,89%,80%,SUPP,90%,83%,90%,0%,20,0,6,-9
1,115606,GL1 4JU,01452 520714,12,29%,14,34%,15,37%,20,43%,78%,71%,76%,26.8,4B,79%,77%,67%,79%,87%,67%,0%,-14,-14,-33,-8
1,115668,GL50 2RS,01242 516836,4,11%,18,47%,16,42%,2,5%,95%,92%,97%,30.9,5C,100%,91%,SUPP,100%,100%,89%,0%,-4,4,5,7
1,138745,GL16 8DU,01594 832046,7,29%,13,54%,4,17%,9,38%,96%,96%,92%,27.1,4B,100%,92%,86%,100%,SUPP,83%,0%,-3,-3,1,-1
1,115669,GL52 2SN,01242 523786,10,38%,10,38%,6,23%,8,31%,92%,81%,88%,27.8,4B,100%,75%,100%,80%,100%,81%,0%,-12,1,5,-4
1,115707,GL10 3TY,01453 860311,2,22%,4,44%,3,33%,0,0%,100%,89%,89%,29.5,4A,SUPP,SUPP,SUPP,SUPP,SUPP,78%,0%,SUPP,SUPP,SUPP,SUPP
1,115687,GL7 3AU,01367 252356,4,14%,20,69%,5,17%,1,3%,97%,100%,97%,30.6,5C,100%,92%,SUPP,100%,SUPP,100%,0%,8,8,2,7
1,115712,GL51 6NU,01242 702280,5,9%,22,39%,30,53%,11,19%,96%,81%,81%,29.7,4A,94%,100%,SUPP,100%,97%,88%,0%,0,2,-9,-2
1,137031,GL3 1HU,01452 714053,7,26%,10,37%,10,37%,7,23%,96%,96%,100%,31.2,5C,100%,93%,100%,100%,90%,87%,0%,23,10,8,8
1,115700,GL8 8BW,01666 502275,5,15%,21,62%,8,24%,6,17%,82%,94%,100%,28.7,4A,93%,74%,SUPP,90%,100%,89%,0%,10,4,5,-9
1,115699,GL5 4JE,01453 764705,3,14%,12,55%,7,32%,4,18%,NA,100%,100%,NA,NA,NA,NA,NA,NA,NA,95%,0%,5,4,5,-7
1,115605,GL1 5BD,01452 521872,6,32%,11,58%,2,11%,7,37%,95%,95%,95%,28.7,4A,100%,92%,83%,100%,SUPP,89%,0%,19,6,-1,3
1,134928,GL1 3PY,01452 524792,6,10%,44,75%,9,15%,11,19%,86%,92%,95%,28.1,4A,83%,90%,100%,82%,100%,90%,0%,-1,1,-2,1
1,115710,GL51 0HZ,01242 513339,9,47%,10,53%,0,0%,10,50%,100%,100%,100%,28.6,4A,100%,100%,100%,100%,SUPP,90%,0%,19,10,8,3
1,115520,GL14 3DH,01594 822311,12,35%,15,44%,7,21%,14,39%,59%,71%,97%,25.5,4C,67%,53%,17%,73%,100%,69%,3%,-18,-3,-3,-7
1,115698,GL7 6LQ,01285 760325,0,0%,6,60%,4,40%,0,0%,90%,100%,100%,31.4,5C,100%,SUPP,SUPP,83%,SUPP,100%,0%,SUPP,SUPP,SUPP,SUPP
1,138782,GL5 1NL,01453 766328,4,33%,4,33%,4,33%,3,25%,83%,92%,100%,27,4B,83%,83%,SUPP,SUPP,SUPP,83%,0%,SUPP,SUPP,SUPP,SUPP
1,115746,GL15 5AU,01594 842789,8,29%,19,68%,1,4%,16,57%,89%,96%,93%,27.3,4B,88%,91%,75%,95%,SUPP,86%,0%,4,6,4,8
1,115526,GL13 9NU,01453 811220,2,12%,7,41%,8,47%,5,29%,88%,94%,82%,29.2,4A,SUPP,85%,SUPP,100%,75%,94%,0%,-2,6,-8,-11
1,115534,GL6 7RL,01452 813852,1,17%,3,50%,2,33%,0,0%,83%,83%,100%,28.7,4A,SUPP,SUPP,SUPP,SUPP,SUPP,100%,0%,SUPP,SUPP,SUPP,SUPP
1,115648,GL54 3DH,01451 844277,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,115649,GL51 4UQ,01242 862420,2,17%,9,75%,1,8%,3,21%,100%,100%,100%,28.8,4A,100%,SUPP,SUPP,100%,SUPP,100%,0%,24,SUPP,SUPP,12
1,115665,GL7 6HL,01285 652866,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,115536,GL2 7DD,01453 890216,1,11%,6,67%,2,22%,2,22%,100%,100%,100%,30.5,5C,SUPP,SUPP,SUPP,100%,SUPP,100%,0%,-9,SUPP,SUPP,-15
1,115521,GL14 2UA,01594 822004,1,17%,4,67%,1,17%,0,0%,100%,83%,100%,28.5,4A,SUPP,SUPP,SUPP,SUPP,SUPP,83%,0%,SUPP,SUPP,SUPP,SUPP
1,115651,GL7 3NU,01367 850246,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,137194,GL51 0PH,01242 527766,8,24%,23,70%,2,6%,13,38%,97%,88%,97%,28,4A,94%,100%,88%,100%,SUPP,85%,0%,-1,5,3,-11
1,137149,GL19 3RA,01452 840240,2,17%,5,42%,5,42%,0,0%,83%,100%,100%,30.5,5C,SUPP,89%,SUPP,SUPP,SUPP,100%,0%,SUPP,SUPP,SUPP,SUPP
1,115522,GL14 3JD,01594 822567,1,8%,9,69%,3,23%,2,15%,100%,85%,100%,30.1,5C,100%,SUPP,SUPP,100%,SUPP,92%,0%,SUPP,SUPP,SUPP,SUPP
1,115625,GL13 9JX,01454 260309,0,0%,6,86%,1,14%,1,13%,100%,100%,100%,31.9,5C,SUPP,100%,SUPP,100%,SUPP,100%,0%,SUPP,SUPP,SUPP,SUPP
1,115540,GL54 1AW,01451 830784,2,29%,3,43%,2,29%,2,25%,86%,100%,86%,28.1,4A,SUPP,SUPP,SUPP,SUPP,SUPP,88%,0%,SUPP,SUPP,SUPP,SUPP
1,115615,GL7 2NG,01285 653431,4,13%,21,68%,6,19%,1,3%,100%,94%,97%,29.9,4A,100%,100%,SUPP,100%,100%,97%,0%,27,SUPP,SUPP,8
1,115541,GL5 2HP,01453 764400,4,16%,21,84%,0,0%,8,29%,96%,100%,100%,29,4A,92%,100%,SUPP,95%,SUPP,96%,0%,8,7,8,3
1,115652,GL54 1LH,01451 830707,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,115744,GL51 9QP,01242 690016,10,19%,38,70%,6,11%,16,29%,81%,87%,96%,27.4,4B,85%,78%,70%,87%,67%,87%,0%,12,1,7,0
1,115653,GL54 5RW,01451 850304,1,20%,4,80%,0,0%,0,0%,SUPP,SUPP,SUPP,30.8,5C,SUPP,SUPP,SUPP,SUPP,SUPP,100%,0%,SUPP,SUPP,SUPP,SUPP
1,115654,GL20 5RQ,01684 292309,6,11%,39,70%,11,20%,11,20%,93%,91%,96%,28.8,4A,95%,91%,100%,90%,100%,93%,0%,-5,1,-1,-2
1,115544,GL5 2EN,01453 883586,1,4%,17,74%,5,22%,3,13%,100%,100%,100%,30.2,5C,100%,100%,SUPP,100%,SUPP,100%,0%,41,SUPP,SUPP,SUPP
1,115545,GL19 3AQ,01452 790469,1,7%,7,50%,6,43%,1,7%,100%,100%,100%,31.5,5C,SUPP,100%,SUPP,100%,100%,100%,0%,SUPP,SUPP,SUPP,SUPP
1,115738,GL20 8EW,01684 293549,1,5%,14,64%,7,32%,3,13%,68%,73%,91%,27.8,4B,82%,55%,SUPP,64%,71%,78%,0%,-3,-6,0,-21
1,115538,GL20 7BU,01684 293617,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,24,SUPP,SUPP,SUPP
1,115482,GL1 4QG,01452 524578,10,17%,36,60%,14,23%,33,49%,90%,97%,97%,29.5,4A,91%,90%,70%,92%,100%,99%,0%,19,5,4,8
1,115602,GL4 0JY,01452 526442,10,53%,8,42%,1,5%,14,70%,95%,100%,95%,27.9,4B,92%,100%,90%,100%,SUPP,95%,0%,8,-4,1,-1
1,115655,NP16 7BJ,01291 622593,1,4%,16,62%,9,35%,3,11%,96%,92%,96%,29.6,4A,92%,100%,SUPP,94%,100%,93%,0%,24,SUPP,SUPP,SUPP
1,115547,GL20 6DF,01684 293577,1,10%,5,50%,4,40%,1,10%,100%,90%,100%,30.3,5C,100%,SUPP,SUPP,SUPP,SUPP,100%,0%,SUPP,SUPP,SUPP,SUPP
1,115657,GL11 5SW,01453 860350,1,11%,4,44%,4,44%,1,10%,100%,78%,100%,28.5,4A,SUPP,SUPP,SUPP,SUPP,SUPP,70%,0%,SUPP,SUPP,SUPP,SUPP
1,115543,GL5 1TE,01453 762409,2,13%,7,47%,6,40%,2,13%,100%,93%,100%,31.3,5C,100%,SUPP,SUPP,100%,100%,93%,0%,SUPP,SUPP,SUPP,SUPP
1,115658,GL4 8ED,01452 616109,9,16%,43,74%,6,10%,5,8%,91%,90%,95%,28.4,4A,92%,90%,78%,93%,100%,82%,0%,-17,-2,3,-4
1,115548,GL2 8LA,01452 750373,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,115740,GL51 3DF,01242 523827,4,7%,32,57%,20,36%,5,9%,89%,91%,100%,29.9,4A,91%,87%,SUPP,91%,95%,91%,0%,8,SUPP,SUPP,2
1,115614,GL7 1JR,01285 653817,4,21%,14,74%,1,5%,9,45%,74%,74%,95%,26,4B,78%,70%,SUPP,86%,SUPP,65%,0%,-11,-9,-2,-3
1,139693,GL2 2FX,01452 881962,,,,,,,,,,,,,,,,,,,,,,,,
1,115701,GL14 1PA,01452 760303,1,9%,10,91%,0,0%,1,8%,100%,73%,82%,29,4A,100%,SUPP,SUPP,100%,SUPP,67%,0%,SUPP,SUPP,SUPP,SUPP
1,115556,GL6 6AT,01453 762949,1,6%,11,69%,4,25%,0,0%,81%,100%,94%,29.3,4A,90%,67%,SUPP,100%,SUPP,100%,0%,SUPP,SUPP,SUPP,SUPP
1,115660,GL2 7PJ,01452 740406,6,35%,9,53%,2,12%,5,29%,82%,82%,94%,25.9,4C,92%,SUPP,67%,89%,SUPP,65%,0%,SUPP,SUPP,SUPP,SUPP
1,115481,GL1 4AW,01452 520571,14,32%,27,61%,3,7%,23,47%,68%,75%,82%,24.3,4C,67%,71%,57%,70%,SUPP,59%,0%,-22,1,-3,-6
1,115661,WR12 7PN,01386 852646,0,0%,6,86%,1,14%,0,0%,57%,86%,100%,27.2,4B,SUPP,SUPP,SUPP,50%,SUPP,86%,0%,SUPP,SUPP,SUPP,SUPP
1,132782,GL54 5PZ,01242 602447,2,10%,10,48%,9,43%,2,10%,81%,95%,90%,29,4A,75%,89%,SUPP,80%,89%,90%,0%,-9,4,2,-7
1,115703,GL54 4BQ,01242 890349,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,115704,GL5 5PD,01453 872476,2,14%,9,64%,3,21%,1,7%,100%,100%,100%,29.6,4A,100%,SUPP,SUPP,100%,SUPP,93%,0%,8,SUPP,SUPP,SUPP
1,115576,GL52 9HN,01242 674312,4,10%,30,71%,8,19%,11,24%,88%,83%,88%,28.6,4A,89%,87%,SUPP,90%,88%,89%,2%,-9,-1,0,4
1,115519,GL17 9XP,01594 542287,1,8%,9,75%,2,17%,3,23%,92%,100%,100%,27.7,4B,89%,SUPP,SUPP,89%,SUPP,85%,0%,8,SUPP,SUPP,SUPP
1,115559,GL15 6PH,01594 529270,1,6%,9,56%,6,38%,2,13%,81%,100%,100%,29.5,4A,SUPP,83%,SUPP,78%,100%,94%,0%,SUPP,SUPP,SUPP,SUPP
1,115555,GL15 4RR,01594 562201,0,0%,15,79%,4,21%,5,26%,94%,95%,79%,28.9,4A,91%,100%,SUPP,93%,SUPP,100%,0%,-9,-14,-16,-7
2,115825,GL20 8JJ,01684 295639,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,131549,GL51 3AT,01242 216180,12,100%,0,0%,0,0%,10,83%,42%,33%,33%,14.4,2,42%,SUPP,42%,SUPP,SUPP,0%,0%,-59,SUPP,-59,-32
2,115821,GL51 3AT,01242 514934,6,100%,0,0%,0,0%,1,14%,0%,0%,0%,12.6,2,SUPP,SUPP,0%,SUPP,SUPP,0%,0%,SUPP,SUPP,SUPP,SUPP
2,115812,GL7 4DB,01285 712308,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,134190,GL16 7EJ,01594 822175,7,100%,0,0%,0,0%,4,57%,0%,0%,0%,12.4,2,0%,SUPP,0%,SUPP,SUPP,0%,0%,-59,-90,-92,-88
2,131557,GL2 9EU,01452 500499,25,100%,0,0%,0,0%,13,48%,15%,11%,0%,12.6,2,16%,13%,16%,SUPP,SUPP,0%,0%,-59,-77,-92,-79
2,115824,GL7 1JR,01285 652480,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,138430,GL52 5QH,01242 512680,9,75%,3,25%,0,0%,10,71%,31%,38%,46%,18.8,3C,27%,SUPP,33%,SUPP,SUPP,21%,0%,SUPP,SUPP,SUPP,SUPP
2,115823,GL10 2DG,01453 822155,9,100%,0,0%,0,0%,4,44%,0%,0%,0%,12,2,0%,SUPP,0%,SUPP,SUPP,0%,0%,-59,-90,-92,-88
3,,,,816,15%,3155,57%,1534,28%,1235,22%,89%,90%,93%,28.9,4A,90%,89%,71%,91%,96%,88%,,0,1,1,0
1,117449,AL1 1DQ,01727 851802,2,7%,14,47%,14,47%,6,20%,97%,100%,100%,31.7,5C,94%,100%,SUPP,100%,93%,97%,0%,27,10,8,11
